date, total distance
09.08.2021 14:07:49.950,648.22
09.08.2021 14:07:50.882,648.22
09.08.2021 14:07:51.871,648.22
09.08.2021 14:07:52.894,648.22
09.08.2021 14:07:53.885,648.22
09.08.2021 14:07:54.874,648.22
09.08.2021 14:07:55.894,648.22
09.08.2021 14:07:56.885,648.22
09.08.2021 14:07:57.875,648.22
09.08.2021 14:07:58.894,648.22
09.08.2021 14:07:59.931,648.22
09.08.2021 14:08:00.877,648.22
09.08.2021 14:08:01.893,648.22
09.08.2021 14:08:02.883,648.22
09.08.2021 14:08:03.876,648.22
09.08.2021 14:08:04.895,648.22
09.08.2021 14:08:06.538,648.22
09.08.2021 14:08:06.881,648.22
09.08.2021 14:08:07.945,648.22
09.08.2021 14:08:08.914,648.22
09.08.2021 14:08:09.931,648.22
09.08.2021 14:08:10.922,648.22
09.08.2021 14:08:11.970,648.22
09.08.2021 14:08:12.901,648.22
09.08.2021 14:08:13.979,648.22
09.08.2021 14:08:14.915,648.22
09.08.2021 14:08:15.168,648.22
09.08.2021 14:08:15.965,648.22
09.08.2021 14:08:16.179,648.22
09.08.2021 14:08:16.992,648.22
09.08.2021 14:08:17.220,648.22
09.08.2021 14:08:17.947,648.22
09.08.2021 14:08:18.167,648.22
09.08.2021 14:08:18.911,648.22
09.08.2021 14:08:19.139,648.22
09.08.2021 14:08:19.956,648.22
09.08.2021 14:08:20.189,648.23
09.08.2021 14:08:20.921,648.23
09.08.2021 14:08:21.173,648.23
09.08.2021 14:08:21.905,648.23
09.08.2021 14:08:22.171,648.23
09.08.2021 14:08:22.957,648.23
09.08.2021 14:08:23.981,648.24
09.08.2021 14:08:24.206,648.24
09.08.2021 14:08:24.971,648.24
09.08.2021 14:08:25.187,648.25
09.08.2021 14:08:25.931,648.25
09.08.2021 14:08:26.172,648.26
09.08.2021 14:08:26.948,648.26
09.08.2021 14:08:27.183,648.27
09.08.2021 14:08:27.907,648.27
09.08.2021 14:08:28.149,648.27
09.08.2021 14:08:28.898,648.27
09.08.2021 14:08:29.145,648.28
09.08.2021 14:08:29.948,648.28
09.08.2021 14:08:30.179,648.29
09.08.2021 14:08:30.905,648.29
09.08.2021 14:08:31.986,648.29
09.08.2021 14:08:32.225,648.30
09.08.2021 14:08:32.881,648.30
09.08.2021 14:08:33.125,648.30
09.08.2021 14:08:33.971,648.30
09.08.2021 14:08:34.197,648.31
09.08.2021 14:08:34.994,648.31
09.08.2021 14:08:35.231,648.32
09.08.2021 14:08:35.918,648.32
09.08.2021 14:08:36.172,648.32
09.08.2021 14:08:37.008,648.32
09.08.2021 14:08:37.229,648.33
09.08.2021 14:08:37.988,648.33
09.08.2021 14:08:38.221,648.34
09.08.2021 14:08:38.959,648.34
09.08.2021 14:08:39.209,648.35
09.08.2021 14:08:39.969,648.35
09.08.2021 14:08:40.213,648.35
09.08.2021 14:08:40.928,648.35
09.08.2021 14:08:41.183,648.36
09.08.2021 14:08:41.959,648.36
09.08.2021 14:08:42.938,648.37
09.08.2021 14:08:43.180,648.37
09.08.2021 14:08:43.904,648.37
09.08.2021 14:08:44.136,648.38
09.08.2021 14:08:44.959,648.38
09.08.2021 14:08:45.969,648.39
09.08.2021 14:08:46.183,648.40
09.08.2021 14:08:46.928,648.40
09.08.2021 14:08:47.161,648.41
09.08.2021 14:08:47.954,648.41
09.08.2021 14:08:48.172,648.41
09.08.2021 14:08:48.909,648.41
09.08.2021 14:08:49.959,648.42
09.08.2021 14:08:50.928,648.43
09.08.2021 14:08:51.179,648.44
09.08.2021 14:08:51.908,648.44
09.08.2021 14:08:52.899,648.45
09.08.2021 14:08:53.147,648.46
09.08.2021 14:08:53.949,648.46
09.08.2021 14:08:54.176,648.47
09.08.2021 14:08:54.908,648.47
09.08.2021 14:08:55.173,648.47
09.08.2021 14:08:55.938,648.47
09.08.2021 14:08:56.180,648.48
09.08.2021 14:08:56.890,648.48
09.08.2021 14:08:57.979,648.49
09.08.2021 14:08:58.207,648.50
09.08.2021 14:08:58.931,648.50
09.08.2021 14:08:59.180,648.51
09.08.2021 14:08:59.929,648.51
09.08.2021 14:09:00.180,648.51
09.08.2021 14:09:00.937,648.51
09.08.2021 14:09:01.185,648.52
09.08.2021 14:09:01.950,648.52
09.08.2021 14:09:02.179,648.53
09.08.2021 14:09:02.889,648.53
09.08.2021 14:09:03.128,648.54
09.08.2021 14:09:03.980,648.54
09.08.2021 14:09:04.279,648.55
09.08.2021 14:09:04.900,648.55
09.08.2021 14:09:05.176,648.56
09.08.2021 14:09:05.984,648.56
09.08.2021 14:09:06.193,648.57
09.08.2021 14:09:06.906,648.57
09.08.2021 14:09:07.149,648.57
09.08.2021 14:09:07.897,648.57
09.08.2021 14:09:08.986,648.58
09.08.2021 14:09:09.213,648.59
09.08.2021 14:09:09.909,648.59
09.08.2021 14:09:10.163,648.60
09.08.2021 14:09:10.989,648.60
09.08.2021 14:09:11.205,648.61
09.08.2021 14:09:11.895,648.61
09.08.2021 14:09:12.903,648.62
09.08.2021 14:09:13.936,648.62
09.08.2021 14:09:14.164,648.63
09.08.2021 14:09:14.931,648.63
09.08.2021 14:09:15.181,648.64
09.08.2021 14:09:15.909,648.64
09.08.2021 14:09:16.166,648.65
09.08.2021 14:09:16.937,648.65
09.08.2021 14:09:17.199,648.66
09.08.2021 14:09:17.986,648.66
09.08.2021 14:09:18.981,648.66
09.08.2021 14:09:19.997,648.67
09.08.2021 14:09:20.231,648.68
09.08.2021 14:09:20.928,648.68
09.08.2021 14:09:21.181,648.68
09.08.2021 14:09:21.943,648.68
09.08.2021 14:09:22.191,648.69
09.08.2021 14:09:22.993,648.69
09.08.2021 14:09:23.235,648.69
09.08.2021 14:09:23.981,648.69
09.08.2021 14:09:24.188,648.70
09.08.2021 14:09:24.909,648.70
09.08.2021 14:09:25.163,648.71
09.08.2021 14:09:25.943,648.71
09.08.2021 14:09:26.189,648.71
09.08.2021 14:09:26.983,648.71
09.08.2021 14:09:27.201,648.72
09.08.2021 14:09:27.978,648.72
09.08.2021 14:09:28.214,648.73
09.08.2021 14:09:28.933,648.73
09.08.2021 14:09:29.181,648.73
09.08.2021 14:09:29.929,648.73
09.08.2021 14:09:30.179,648.74
09.08.2021 14:09:30.907,648.74
09.08.2021 14:09:31.162,648.74
09.08.2021 14:09:31.897,648.74
09.08.2021 14:09:32.148,648.75
09.08.2021 14:09:32.928,648.75
09.08.2021 14:09:33.185,648.75
09.08.2021 14:09:33.909,648.75
09.08.2021 14:09:34.211,648.76
09.08.2021 14:09:34.934,648.76
09.08.2021 14:09:35.185,648.76
09.08.2021 14:09:35.925,648.76
09.08.2021 14:09:36.174,648.77
09.08.2021 14:09:36.975,648.77
09.08.2021 14:09:37.195,648.78
09.08.2021 14:09:37.930,648.78
09.08.2021 14:09:38.178,648.78
09.08.2021 14:09:38.889,648.78
09.08.2021 14:09:39.135,648.78
09.08.2021 14:09:39.936,648.78
09.08.2021 14:09:40.962,648.78
09.08.2021 14:09:41.190,648.79
09.08.2021 14:09:41.944,648.79
09.08.2021 14:09:42.975,648.79
09.08.2021 14:09:43.197,648.79
09.08.2021 14:09:43.966,648.79
09.08.2021 14:09:44.188,648.80
09.08.2021 14:09:44.961,648.80
09.08.2021 14:09:45.185,648.80
09.08.2021 14:09:45.918,648.80
09.08.2021 14:09:46.181,648.81
09.08.2021 14:09:46.966,648.81
09.08.2021 14:09:47.186,648.81
09.08.2021 14:09:47.979,648.81
09.08.2021 14:09:48.219,648.82
09.08.2021 14:09:48.976,648.82
09.08.2021 14:09:49.196,648.83
09.08.2021 14:09:49.929,648.83
09.08.2021 14:09:50.167,648.84
09.08.2021 14:09:50.926,648.84
09.08.2021 14:09:51.141,648.84
09.08.2021 14:09:52.002,648.84
09.08.2021 14:09:52.237,648.85
09.08.2021 14:09:52.961,648.85
09.08.2021 14:09:53.194,648.85
09.08.2021 14:09:53.950,648.85
09.08.2021 14:09:54.186,648.86
09.08.2021 14:09:54.981,648.86
09.08.2021 14:09:55.209,648.86
09.08.2021 14:09:55.991,648.86
09.08.2021 14:09:56.210,648.87
09.08.2021 14:09:56.989,648.87
09.08.2021 14:09:57.226,648.87
09.08.2021 14:09:57.936,648.87
09.08.2021 14:09:58.991,648.87
09.08.2021 14:09:59.214,648.88
09.08.2021 14:09:59.949,648.88
09.08.2021 14:10:00.177,648.88
09.08.2021 14:10:00.941,648.88
09.08.2021 14:10:01.163,648.89
09.08.2021 14:10:01.960,648.89
09.08.2021 14:10:02.185,648.90
09.08.2021 14:10:02.990,648.90
09.08.2021 14:10:03.213,648.90
09.08.2021 14:10:03.941,648.90
09.08.2021 14:10:04.192,648.91
09.08.2021 14:10:04.994,648.91
09.08.2021 14:10:05.235,648.92
09.08.2021 14:10:05.917,648.92
09.08.2021 14:10:06.129,648.93
09.08.2021 14:10:07.008,648.93
09.08.2021 14:10:07.928,648.94
09.08.2021 14:10:08.177,648.95
09.08.2021 14:10:08.920,648.95
09.08.2021 14:10:09.174,648.96
09.08.2021 14:10:09.970,648.96
09.08.2021 14:10:10.203,648.96
09.08.2021 14:10:10.928,648.96
09.08.2021 14:10:11.171,648.97
09.08.2021 14:10:11.920,648.97
09.08.2021 14:10:12.173,648.98
09.08.2021 14:10:12.967,648.98
09.08.2021 14:10:13.199,648.99
09.08.2021 14:10:13.907,648.99
09.08.2021 14:10:14.161,649.00
09.08.2021 14:10:14.917,649.00
09.08.2021 14:10:15.142,649.00
09.08.2021 14:10:15.907,649.00
09.08.2021 14:10:16.162,649.01
