date, temperature
09.08.2021 09:39:11.663,28.00
09.08.2021 09:39:11.933,28.00
09.08.2021 09:39:12.601,28.00
09.08.2021 09:39:13.623,28.00
09.08.2021 09:39:14.597,28.00
09.08.2021 09:39:15.598,28.00
09.08.2021 09:39:16.819,28.00
09.08.2021 09:39:17.601,28.00
09.08.2021 09:39:18.596,28.00
09.08.2021 09:39:19.620,28.00
09.08.2021 09:39:20.614,28.00
09.08.2021 09:39:21.590,28.00
09.08.2021 09:39:22.619,28.00
09.08.2021 09:39:23.610,28.00
09.08.2021 09:39:24.597,28.00
09.08.2021 09:39:25.614,28.00
09.08.2021 09:39:26.609,28.00
09.08.2021 09:39:27.602,28.00
09.08.2021 09:39:28.623,28.00
09.08.2021 09:39:30.289,28.00
09.08.2021 09:39:30.603,28.00
09.08.2021 09:39:30.829,28.00
09.08.2021 09:39:31.616,28.00
09.08.2021 09:39:32.636,28.00
09.08.2021 09:39:33.693,28.00
09.08.2021 09:39:33.927,28.00
09.08.2021 09:39:34.711,28.00
09.08.2021 09:39:35.640,28.00
09.08.2021 09:39:35.869,28.00
09.08.2021 09:39:36.633,28.00
09.08.2021 09:39:36.859,28.00
09.08.2021 09:39:37.623,28.00
09.08.2021 09:39:37.848,28.00
09.08.2021 09:39:38.673,28.00
09.08.2021 09:39:38.900,28.00
09.08.2021 09:39:39.619,28.00
09.08.2021 09:39:40.672,28.00
09.08.2021 09:39:41.667,28.00
09.08.2021 09:39:42.662,28.00
09.08.2021 09:39:43.622,28.00
09.08.2021 09:39:43.848,28.00
09.08.2021 09:39:44.671,28.00
09.08.2021 09:39:45.633,28.00
09.08.2021 09:39:45.859,28.00
09.08.2021 09:39:46.620,28.00
09.08.2021 09:39:47.673,28.00
09.08.2021 09:39:48.633,28.00
09.08.2021 09:39:49.623,28.00
09.08.2021 09:39:50.673,28.00
09.08.2021 09:39:51.633,28.00
09.08.2021 09:39:52.623,28.00
09.08.2021 09:39:53.670,28.00
09.08.2021 09:39:53.898,28.00
09.08.2021 09:39:54.632,28.00
09.08.2021 09:39:54.861,28.00
09.08.2021 09:39:55.653,28.00
09.08.2021 09:39:55.881,28.00
09.08.2021 09:39:56.703,28.00
09.08.2021 09:39:56.934,28.00
09.08.2021 09:39:57.693,28.00
09.08.2021 09:39:57.918,28.00
09.08.2021 09:39:58.617,28.00
09.08.2021 09:39:59.703,28.00
09.08.2021 09:39:59.913,28.00
09.08.2021 09:40:00.632,28.00
09.08.2021 09:40:00.857,28.00
09.08.2021 09:40:01.623,28.00
09.08.2021 09:40:01.847,28.00
09.08.2021 09:40:02.703,28.00
09.08.2021 09:40:02.929,28.00
09.08.2021 09:40:03.663,28.00
09.08.2021 09:40:04.653,28.00
09.08.2021 09:40:04.876,28.00
09.08.2021 09:40:05.702,28.00
09.08.2021 09:40:05.928,28.00
09.08.2021 09:40:06.632,28.00
09.08.2021 09:40:07.653,28.00
09.08.2021 09:40:08.642,28.00
09.08.2021 09:40:09.633,28.00
09.08.2021 09:40:10.653,28.00
09.08.2021 09:40:11.643,28.00
09.08.2021 09:40:11.874,28.00
09.08.2021 09:40:12.663,28.00
09.08.2021 09:40:12.887,28.00
09.08.2021 09:40:13.649,28.00
09.08.2021 09:40:14.640,28.00
09.08.2021 09:40:15.663,28.00
09.08.2021 09:40:16.653,28.00
09.08.2021 09:40:16.878,28.00
09.08.2021 09:40:17.673,28.00
09.08.2021 09:40:18.660,28.00
09.08.2021 09:40:18.888,28.00
09.08.2021 09:40:19.653,28.00
09.08.2021 09:40:19.878,28.00
09.08.2021 09:40:20.731,28.00
09.08.2021 09:40:20.994,28.00
09.08.2021 09:40:21.676,28.00
09.08.2021 09:40:22.612,28.00
09.08.2021 09:40:23.599,28.00
09.08.2021 09:40:24.600,28.00
09.08.2021 09:40:25.706,28.00
09.08.2021 09:40:26.612,28.00
09.08.2021 09:40:27.602,28.00
09.08.2021 09:40:28.620,28.00
09.08.2021 09:40:29.607,28.00
09.08.2021 09:40:30.600,28.00
09.08.2021 09:40:31.619,28.00
09.08.2021 09:40:32.610,28.00
09.08.2021 09:40:33.603,28.00
09.08.2021 09:40:34.623,28.00
09.08.2021 09:40:35.613,28.00
09.08.2021 09:40:36.600,28.00
09.08.2021 09:40:37.620,28.00
09.08.2021 09:40:38.610,28.00
09.08.2021 09:40:39.603,28.00
09.08.2021 09:40:40.623,28.00
09.08.2021 09:40:41.612,28.00
09.08.2021 09:40:42.599,28.00
09.08.2021 09:40:43.619,28.00
09.08.2021 09:40:44.607,28.00
09.08.2021 09:40:45.598,28.00
09.08.2021 09:40:46.588,28.00
09.08.2021 09:40:47.613,28.00
09.08.2021 09:40:48.604,28.00
09.08.2021 09:40:49.622,28.00
09.08.2021 09:40:50.613,28.00
09.08.2021 09:40:51.602,28.00
09.08.2021 09:40:52.620,28.00
09.08.2021 09:40:53.613,28.00
09.08.2021 09:40:54.602,28.00
09.08.2021 09:40:55.621,28.00
09.08.2021 09:40:56.612,28.00
09.08.2021 09:40:57.600,28.00
09.08.2021 09:40:58.694,28.00
09.08.2021 09:40:59.685,28.00
09.08.2021 09:41:00.676,28.00
09.08.2021 09:41:01.663,28.00
09.08.2021 09:41:02.683,28.00
09.08.2021 09:41:03.676,28.00
09.08.2021 09:41:04.696,28.00
09.08.2021 09:41:05.688,28.00
09.08.2021 09:41:05.897,28.00
09.08.2021 09:41:06.677,28.00
09.08.2021 09:41:07.696,28.00
09.08.2021 09:41:08.687,28.00
09.08.2021 09:41:09.678,28.00
09.08.2021 09:41:10.694,28.00
09.08.2021 09:41:11.686,28.00
09.08.2021 09:41:12.675,28.00
09.08.2021 09:41:13.697,28.00
09.08.2021 09:41:14.685,28.00
09.08.2021 09:41:15.677,28.00
09.08.2021 09:41:16.697,28.00
09.08.2021 09:41:17.681,28.00
09.08.2021 09:41:18.675,28.00
09.08.2021 09:41:20.112,28.00
09.08.2021 09:41:20.684,28.00
09.08.2021 09:41:21.674,28.00
09.08.2021 09:41:22.698,28.00
09.08.2021 09:41:23.683,28.00
09.08.2021 09:41:24.673,28.00
09.08.2021 09:41:25.696,28.00
09.08.2021 09:41:26.689,28.00
09.08.2021 09:41:27.675,28.00
09.08.2021 09:41:28.690,28.00
09.08.2021 09:41:29.685,28.00
09.08.2021 09:41:30.677,28.00
09.08.2021 09:41:32.322,28.00
09.08.2021 09:41:32.684,28.00
09.08.2021 09:41:33.677,28.00
09.08.2021 09:41:34.697,28.00
09.08.2021 09:41:35.685,28.00
09.08.2021 09:41:36.677,28.00
09.08.2021 09:41:37.699,28.00
09.08.2021 09:41:38.689,28.00
09.08.2021 09:41:39.676,28.00
09.08.2021 09:41:40.701,28.00
09.08.2021 09:41:41.680,28.00
09.08.2021 09:41:42.670,28.00
09.08.2021 09:41:43.692,28.00
09.08.2021 09:41:44.681,28.00
09.08.2021 09:41:45.674,28.00
09.08.2021 09:41:46.691,28.00
09.08.2021 09:41:47.679,28.00
09.08.2021 09:41:48.669,28.00
09.08.2021 09:41:49.662,28.00
09.08.2021 09:41:50.681,28.00
09.08.2021 09:41:51.673,28.00
09.08.2021 09:41:52.692,28.00
09.08.2021 09:41:53.681,28.00
09.08.2021 09:41:54.672,28.00
09.08.2021 09:41:55.659,28.00
09.08.2021 09:41:56.682,28.00
09.08.2021 09:41:57.668,28.00
09.08.2021 09:41:58.661,28.00
09.08.2021 09:41:59.686,28.00
09.08.2021 09:42:00.672,28.00
09.08.2021 09:42:01.661,28.00
09.08.2021 09:42:02.683,28.00
09.08.2021 09:42:03.673,28.00
09.08.2021 09:42:04.662,28.00
09.08.2021 09:42:05.684,28.00
09.08.2021 09:42:06.673,28.00
09.08.2021 09:42:07.662,28.00
09.08.2021 09:42:08.682,28.00
09.08.2021 09:42:09.672,28.00
09.08.2021 09:42:10.664,28.00
09.08.2021 09:42:11.682,28.00
09.08.2021 09:42:12.674,28.00
09.08.2021 09:42:13.691,28.00
09.08.2021 09:42:14.682,28.00
09.08.2021 09:42:15.673,28.00
09.08.2021 09:42:16.659,28.00
09.08.2021 09:42:17.679,28.00
09.08.2021 09:42:18.670,28.00
09.08.2021 09:42:19.658,28.00
09.08.2021 09:42:20.682,28.00
09.08.2021 09:42:21.673,28.00
09.08.2021 09:42:22.692,28.00
09.08.2021 09:42:23.679,28.00
09.08.2021 09:42:24.672,28.00
09.08.2021 09:42:25.662,28.00
09.08.2021 09:42:26.683,28.00
09.08.2021 09:42:27.673,28.00
09.08.2021 09:42:28.662,28.00
